,Zonghe,Gongyongshiye,Caijue,Shangyemaoyi,qinggongzhizao,Xinxifuwu,Jiaotongyunshu,Xinxishebei,Dianzzi,Shipinyinliao,Jinrongfuwu,Jiaoyunshebei,Canyinlvyou,Huagong,Jiayongdianqi,Nonglinmuyu,Fangdichan,Fangzhifuzhuang,Jixieshebei,Yousejinshu,Jianzhujiancai,Heisejinshu,Yiyaoshengwu,Guofangjungong,Gangtie
2022-07-07,1.06258270951431,1.2592184418554528,1.6178537434941975,0.9478433428186326,1.044624523320619,0.831317563951621,1.1148971100684864,0.8024798658753576,0.9583709965981175,0.9059240625799833,0.8803258113525846,0.980635449758061,0.7895283306128346,1.2261474619608492,0.7193729470446126,0.9382005200327224,0.9177564929084535,1.089895263032608,1.053506556976459,1.260283984130298,1.08386914628149,1.2158041004666742,0.8397293010468437,0.8608105600763389,1.202598815052604
2022-07-06,1.0454680124039584,1.2422482226015459,1.6068166629538867,0.9432504617842358,1.041040261073626,0.830755645938135,1.1113722144874825,0.8022227250753412,0.9406939542489802,0.9109550966214472,0.8836743715733151,0.9466691359079915,0.7880957016138279,1.2174791465817152,0.7175754084807069,0.9323071632162814,0.9175227056973223,1.0823970483218246,1.0326871385517622,1.2434093756525364,1.0875120671754628,1.214493209585231,0.8476176377286667,0.8446364672515715,1.191201041981871
2022-07-05,1.0575954492484547,1.2451235478364608,1.6871949614208464,0.9615595826468988,1.056559841595773,0.8407417317778011,1.1427582710306705,0.8157483311562068,0.9398200414827274,0.9295595245712808,0.8933491191609797,0.9477992886685559,0.8240761539651864,1.2481451984742413,0.723486926879408,0.9570009014595295,0.9360627399861133,1.0933111164008535,1.0454426977274567,1.2737915013572765,1.1066829383799948,1.2356667191022987,0.8658686687110079,0.853547856972461,1.2051292171541093
2022-07-04,1.0614667483063067,1.2377322218723568,1.6403936896251436,0.9689980530178237,1.063618363156348,0.8536711976881083,1.1360867220885416,0.8186488793803924,0.9485029086667405,0.9312452009214216,0.8923379454372691,0.9586402077961539,0.8414324293294585,1.2371714800687421,0.7314591593776141,0.9543590518521595,0.9455488331892816,1.0935372530349883,1.0468762727050571,1.2689235748590513,1.112511611810351,1.2109170992606546,0.8709485037538331,0.8590876560553461,1.1837238572625175
2022-07-01,1.0474234134586897,1.2152765118244622,1.6331031410113603,0.9655284309320566,1.0566790114403024,0.8462806379107348,1.1384447001826836,0.819327731092436,0.9574783303390271,0.9360322818018927,0.8941875295349108,0.9536115028657438,0.8408658669901301,1.2266756088359803,0.7243707994329306,0.9006570754151654,0.9511809796392583,1.0829088312306563,1.033900790095299,1.2509266026310288,1.1137319903098322,1.2108751507524484,0.8437728666596174,0.8355978476952858,1.1712911190341497
2022-06-30,1.0488751506053844,1.1838965214365005,1.636039611980801,0.9666392092257015,1.0547631270167177,0.8539548324949157,1.155441456956841,0.8224494204046358,0.9614578215192593,0.9433008862298424,0.8989486842038403,0.9553162290886118,0.8763845835142826,1.2208240767908782,0.7341182254023972,0.8989844250720376,0.9559629907760309,1.080647464889309,1.033868208845808,1.238489246189183,1.1093969144460047,1.197703319175709,0.8453843713651266,0.838402205317148,1.1513636543040957
2022-06-29,1.039631436528472,1.1860840887621995,1.6313210069057689,0.9500524187509374,1.0429653124083282,0.8515894252381457,1.1473454639100595,0.8186643078283935,0.9441783532182884,0.9157541751983603,0.8935981016356621,0.9599318109510846,0.8300288023321392,1.2087269983652589,0.7208551715234133,0.8797932374902941,0.9407526531306223,1.069435848607471,1.0159973935000395,1.2232590311129665,1.0986229759020802,1.197724293429812,0.825631807126996,0.834442176690435,1.152030242032742
2022-06-28,1.0833316873728498,1.1923650585837138,1.6442414791713067,0.9719434875942302,1.0585582282194166,0.8609279674622707,1.161630143490613,0.8268568137169179,0.9708795763210913,0.923044775403121,0.8931357056112518,1.0100574098608197,0.8437910258522134,1.2335163683614865,0.7304933548177255,0.9064670602518866,0.9180752936509051,1.0796596048559834,1.0526920257391859,1.2690932344957186,1.0943152219449572,1.2166535577578494,0.8316675478481549,0.8594640443183937,1.174790704609542
2022-06-27,1.0638369314029512,1.1851643161366214,1.6178537434941969,0.9675752583495594,1.0494646523907278,0.8505940276142562,1.1347829935859783,0.8120917889799729,0.9398950554540797,0.913416624008189,0.8929731048114592,0.989543712694274,0.8085967723417732,1.2177138785262178,0.724827632438122,0.9042160167994531,0.9168780197514761,1.0654129969054955,1.032605685428035,1.2477944247233237,1.0914373144387188,1.2153636411305095,0.828897113249445,0.8418321096297092,1.1713569007178977
2022-06-24,1.0551462600485892,1.1877993404153042,1.5698171287389364,0.9563676301732327,1.03638347022587,0.8456170394948084,1.1192106809164737,0.8085586743877468,0.9328437421469762,0.8983495168927552,0.8905950681144911,0.9811340465641925,0.7689374085887846,1.2054239845747572,0.7138934337703862,0.8976713163914515,0.911316717910933,1.0626279457272048,1.024321902744969,1.2178690749634573,1.0836505710278517,1.2238057784070027,0.8179422649888972,0.8411111405624629,1.1735627798462465
2022-06-23,1.0348021884690597,1.1834822094429969,1.5823730735737853,0.94577155409116,1.0216522440598392,0.840056726961361,1.1201281194923514,0.7968896248829999,0.921051545850416,0.8790052309956476,0.8913521780885257,0.975545013794511,0.7537650188937299,1.1940814016850392,0.6933458796890551,0.8856813835580026,0.9118338835597989,1.0518805046417488,1.0083815264315377,1.2188609313008976,1.0843427259977068,1.2075402443500576,0.8114835571534315,0.8216184695311058,1.1541703394773428
2022-06-22,1.0167196665942448,1.1826287267363793,1.5542437068389385,0.932928960111828,1.0095610882956856,0.8210317885047625,1.1135289999114761,0.7837857297141613,0.8916273155875295,0.8701509310212427,0.8780189125055257,0.928705405264232,0.7352731229814647,1.1777675315421043,0.6844972230015413,0.8818983799782182,0.8972611473992935,1.040085693882406,0.9867801580190592,1.1974707663395276,1.0708001675743628,1.193865030674844,0.8094998413873322,0.781800832295174,1.1392071991474695
2022-06-21,1.0362242983270462,1.1951492351800577,1.5843982259665028,0.9439618591183679,1.0284907597535913,0.8411163437867919,1.1198786405813672,0.8054266994435463,0.9166669792248819,0.878905250191962,0.8871804513188447,0.9352868831051654,0.7504904383245719,1.197485014880328,0.6993840202794125,0.8793138486069055,0.912528160732249,1.064389431087833,0.9929217235480972,1.2052098559198159,1.090690515655454,1.195542971003091,0.8133192344295233,0.7949161078272864,1.1413604529288202
2022-06-20,1.0448853423927003,1.1915115758770962,1.5843577229186485,0.9546577804403189,1.030974992666469,0.8386760141282239,1.1253188903821865,0.8000730279872037,0.9189549053511231,0.8811268236498581,0.877038226431776,0.9445417895351647,0.7484563048155295,1.2091126294169419,0.6983064902562978,0.8902303672014624,0.9072431528684972,1.0676862651749552,0.9998370937525445,1.2421565044894545,1.091619460483417,1.1924807299040399,0.8207126995876072,0.810045855753175,1.1461230468321735
2022-06-17,1.0284619486855364,1.1846339967849366,1.679863909759208,0.9558933652838115,1.0248148283954217,0.8309964679439148,1.1187117230945052,0.7923382327227088,0.9129575383415174,0.8747580464550795,0.8811388153515477,0.939399119620496,0.7247505378598412,1.2220983359181785,0.6783548053121728,0.8835241335827538,0.8914306360429026,1.0628659842894517,0.9872607314490502,1.255403006890791,1.0780951166645432,1.1915998112317103,0.804792217405097,0.7980438412807813,1.149184087849246
2022-06-16,1.019099725453792,1.1775906928953754,1.690009923246723,0.9527732015376181,1.0229814461718958,0.832157765171786,1.118172526738507,0.7914228114746501,0.9091843355825034,0.8513885334015858,0.8786134216797676,0.9333732210778233,0.7047785914311806,1.2046778723225882,0.6652829261147093,0.8803976843432626,0.8966589682191074,1.058747917162577,0.9736499144742191,1.2283227187304235,1.0780131509444288,1.2017408630905537,0.7897853441894895,0.7980438412807813,1.149184087849246
2022-06-15,1.0119990519267619,1.1865895493942733,1.7553008363879368,0.9520742848584709,1.0069668524493964,0.8355774376538581,1.126196090424035,0.7895096839225277,0.8980860185209506,0.8517064723573063,0.8945635438844313,0.939821739770455,0.701177051978974,1.2221318690531076,0.6681654430659448,0.8685223879819284,0.9026169998724788,1.0549512020947363,0.9659037224077534,1.2339214867404464,1.0883408316788417,1.2164228409627156,0.7799809664798565,0.793166697590586,1.1591346638775235
2022-06-14,1.0151987991072315,1.1973368025057565,1.7910447761194015,0.9525859917128465,1.0069485186271612,0.8210746013057901,1.119645257083995,0.7729909589294705,0.8924974776552145,0.8442259086255427,0.8717282940635461,0.9475096276668987,0.6966395615256742,1.233072054323678,0.6476700275341192,0.8751556711183822,0.8875058446802774,1.0615567721970927,0.9728190926122007,1.236348924618918,1.0687054880603284,1.2136542394211076,0.7720503330866029,0.7916982532403859,1.1649541501664278
2022-06-13,1.0091252049220807,1.173629870237481,1.7330241600680438,0.9474938844790589,1.0081310501613354,0.8156587819758104,1.1125069411471213,0.7774292091377546,0.9025268456249989,0.8360134854108,0.8543909837856513,0.9342327070007735,0.6876694071311971,1.2191055036257699,0.6407852562113145,0.8698876041498396,0.8748955042010845,1.0581885265412965,0.9765985175531472,1.2410210899979115,1.063268428626074,1.2006082533689866,0.7722533573014702,0.8057677525379712,1.1594241032860146
2022-06-10,1.0076833435382886,1.2050181468653127,1.7532959355191464,0.9489166791473231,1.0078652097389242,0.8190677512576257,1.1366500615649584,0.7784834864178221,0.9064613284224199,0.8539100492705389,0.8679173378184051,0.9195882065235451,0.7158752265001413,1.2158779393888581,0.6486656255508682,0.8640932515593158,0.8919903084574285,1.0579861937633863,0.9712633379490095,1.2192002505742323,1.082020363927799,1.2203345393529414,0.7710817383948401,0.8004081957218978,1.1734575291522498
2022-06-09,0.9899365976021649,1.186001226363498,1.7299864314789675,0.93034546452998,0.9956548841302414,0.808476934603446,1.1332619769996553,0.7733200991534916,0.8820217765558845,0.8391068914768354,0.8608086341024686,0.8892450294646964,0.7110257523798106,1.1939305025778593,0.641001258773552,0.8505974123421789,0.8902262776825303,1.0392049512020913,0.9548098069560961,1.1904233660471912,1.0778127902952606,1.212678936605314,0.7605117902083115,0.7780475521509804,1.166791651865788
2022-06-08,1.006824152165755,1.1990189091993808,1.715830616253872,0.9469197743497595,1.0099369316515086,0.8217435513218448,1.1533571008941015,0.7929347993787469,0.9079503557537603,0.8494069138725354,0.8534865168368042,0.910641955259246,0.7303662438664004,1.1953556608123397,0.6534276130723753,0.8512956526723319,0.8879167434149927,1.0530230897405346,0.9665716380223175,1.2007073501774899,1.074953097393492,1.214335902679458,0.7770794120757114,0.7965011795265999,1.1715761729970577
2022-06-07,0.9970471468920976,1.1831424736083234,1.65009416958626,0.9496280764814553,1.0088735699618634,0.8166702344000852,1.1547895927055598,0.7874628431543969,0.9075452803084586,0.832268204504734,0.8485678426430755,0.896956660066194,0.7102595204935822,1.183568763884813,0.6560692995806566,0.8464288133561906,0.894314011646853,1.0578909783384876,0.9678178708153451,1.1779207558989349,1.0789056665634527,1.2002831524303887,0.7735603256846784,0.804267500728922,1.1566086472216013
2022-06-06,1.0089968200043455,1.1891499975141253,1.6509649851151287,0.9416154959812307,1.002841742446463,0.8193674408648182,1.139515045187875,0.7915102393466558,0.9213178454487159,0.8205544535449184,0.8444824975482843,0.9070425611730789,0.7021130029800671,1.182051389529278,0.656665168717863,0.8485495880903121,0.8823058503478464,1.0454058557486279,0.9698867801580183,1.182932240551263,1.0743884446549263,1.2122279901420978,0.7570265411864231,0.8046916001802432,1.1661338350283084
2022-06-02,0.9853147405637087,1.1825375780978082,1.61560582433828,0.9292596475463046,0.9851221032560847,0.7984105747618534,1.1440217609992047,0.7699875543852783,0.8937614630724983,0.8134558164832342,0.8440658329988157,0.8976309528897239,0.6877367956032757,1.1530116946808058,0.6547434907503726,0.8410825851566607,0.884771242756138,1.0415972387526744,0.9489451820477307,1.1373460012528709,1.0777581464818513,1.2019296313774814,0.7465158083958976,0.7954939433297117,1.1456494187091881
2022-06-01,0.9716466847063936,1.1922904824248828,1.6493651147248818,0.9343018321601533,0.9869646523907283,0.7944557422669374,1.1547332587579184,0.7653435915369812,0.8762194458717946,0.8172770828001014,0.8458950919964834,0.8823216566709872,0.6909065496603113,1.1530536110994671,0.6563647513611881,0.834688996461901,0.8942785893421362,1.0342180433230148,0.9365887431783001,1.1178351430361242,1.0783683357315916,1.1768758848513425,0.7534482393993871,0.7850770005566314,1.1266604393339388
2022-05-31,0.9640324715084241,1.1936494257635744,1.652281334170395,0.9367480405371688,0.9905580815488391,0.7918816226051586,1.1427582710306714,0.7637338901288782,0.8754730568568405,0.8234538968518036,0.8483391852683672,0.8652506517372531,0.6966445532643467,1.1609674309426996,0.6562604742621769,0.8411815893825777,0.8929042039191231,1.037455367769575,0.9327034291765082,1.1310294424723322,1.077539571228213,1.1766137066750537,0.7601438088188648,0.7747766851326645,1.1277743425120712
2022-05-30,0.9609611092456893,1.1772509570607024,1.6408594746754679,0.9279991013928426,0.9761018627163369,0.7773520282564482,1.1372938781094344,0.7491797208479467,0.8505421634779486,0.8036596973381103,0.8432680728248328,0.8662668395135588,0.684514628290179,1.1500104791046646,0.6475160946736743,0.8189264815461327,0.8927766836221426,1.029254939300163,0.9162336075588491,1.126174566715389,1.0823209049015523,1.170300456190024,0.7486517923231473,0.7730643835979546,1.1194332250128278
2022-05-27,0.9480337356060758,1.1670008783414234,1.652180076550759,0.921409315560882,0.9693458492226438,0.765396553569517,1.1351934266330825,0.7392849428633134,0.8437271441806045,0.7842554229587911,0.8470028099450712,0.8527857315839702,0.6576840329255076,1.1346355367397405,0.6423096880873341,0.8169672400227181,0.9005483372770159,1.0193525351106845,0.9041785452472095,1.1168041344748378,1.088122256425204,1.16864349011588,0.7429840329914353,0.7607177883213622,1.1165256745911671
2022-05-26,0.9409133105532403,1.1694121741436143,1.61295287470382,0.9209475313264452,0.9734801261366948,0.7677566092261583,1.127121576706719,0.7377729549592166,0.845444964124569,0.7799502495520853,0.8431969349749237,0.8528949480272179,0.6507854500801167,1.130427128306157,0.6463740121606955,0.8177436415838585,0.9037080068577573,1.0199952392287515,0.9070456952024103,1.120197327208185,1.085034880967562,1.1693251533742304,0.7445405519720846,0.761804543165373,1.1176527341060494
2022-05-25,0.931106677990875,1.157272832733959,1.58470199882541,0.9126603764165556,0.9637265327075366,0.7617200042812796,1.117842570759464,0.7213673719181667,0.8357869153129779,0.7820978372152539,0.8417792592517311,0.8499935894696348,0.653099120954819,1.116359978203462,0.6401099378558139,0.8201718504931967,0.9000240871672066,1.0129135920019006,0.8954467703836434,1.116960743370223,1.071774648913501,1.1537937182108935,0.7433012583271654,0.7377475017891705,1.1051366724116007
2022-05-24,0.9118193130419326,1.1239870071758808,1.54835051337613,0.896934751135741,0.9489861396303879,0.7451086374826068,1.0834788626980758,0.7090811844933803,0.8301346125715925,0.7836435404402348,0.841057718202651,0.829441903975003,0.6431655609965501,1.1036006203629958,0.6378381867702148,0.8086144098045442,0.8930458931379902,0.9919542965960451,0.8799869675002028,1.1020828983086237,1.0518934081346445,1.1448272245818234,0.7343470445172892,0.7268216396745045,1.098668140176383
2022-05-23,0.9561713642378876,1.1441142838202851,1.5603799185888723,0.9356497428985088,0.9844712525667328,0.7804238467301717,1.1083060381944183,0.7433066249755707,0.8618580210564228,0.7960551574097766,0.8480800402436974,0.8447749428987935,0.6557472383205788,1.1397912562350667,0.6519875959907931,0.8318022416641041,0.9179619422758114,1.0343370626041382,0.9127799951128117,1.1499138651075378,1.0907451594688644,1.184888049918722,0.764665327270805,0.7529355633896158,1.1399614957877797
2022-05-20,0.9440044243417806,1.1537346083094384,1.5509224569148814,0.9234187010134307,0.9709500586682289,0.774141068179385,1.1010067681214255,0.7395883690073327,0.859375058604666,0.8057173022779619,0.8505444586155554,0.8348457436452641,0.6799421956661719,1.1252965586620274,0.6676341264186023,0.8217142321180125,0.9330093373195225,1.0283384908355118,0.9107681029567478,1.123694925871789,1.1026575107921552,1.1558701693670992,0.7599196362482822,0.7520237495692749,1.1080398373876779
2022-05-19,0.9370716387840964,1.1466995906597475,1.4993418254723652,0.917228296140983,0.9578688765033713,0.7602055014449314,1.0797286313265053,0.7301564444627292,0.8526725602643501,0.779218390069106,0.8378666775067195,0.8313413203793125,0.6543245927989172,1.1049335624764214,0.652384842082264,0.8125745788412333,0.9414823526077892,1.0091406807902845,0.8938910157204523,1.0899196074337016,1.091828928434821,1.1377379266949792,0.7443671354552187,0.7523153179420584,1.0902568555478078
2022-05-18,0.9285093523474692,1.133325599509452,1.5052350189351733,0.9133967350606574,0.9529829128776744,0.7633897035213522,1.0799459194102659,0.7303775855507434,0.8400139525986724,0.7847473285129247,0.842033323001407,0.8233780171042439,0.6617597875516015,1.1013539003227557,0.6581300136801616,0.7980834866161914,0.9229706561627716,1.0011425850987825,0.878211289402948,1.082611192315723,1.07188393654032,1.141901316134442,0.7452892037644078,0.7481485408328261,1.0894499335604992
2022-05-17,0.9261589207766302,1.1282958519083184,1.5248384940966793,0.9062952423743211,0.95037034320915,0.7623782510970771,1.091293186006649,0.7216193699021829,0.835700649245923,0.7889285257230605,0.8460627740712694,0.815457450698272,0.6761609536217553,1.1056712914448583,0.6619386105821387,0.8005064847767972,0.9266404069314357,0.9927279219233482,0.8766555347397565,1.086226247650866,1.0807817708238485,1.136909443657907,0.7484149307391355,0.7425292231028184,1.086147693036351
2022-05-16,0.9173398645045332,1.1367146716163112,1.5044857125498676,0.9125854924866471,0.9489036374303295,0.7622819222947654,1.0930395383835392,0.7200353825740814,0.815788190550491,0.7848273131558733,0.8398432934791993,0.7959267015209568,0.6766077142329437,1.0970700423355821,0.6550265285905454,0.797155973341809,0.9361690069002641,0.9964413234944027,0.8626130162091709,1.0605945917728121,1.089023879346462,1.1365319070840514,0.75904832399281,0.7361783338192813,1.0809290127923448
2022-05-13,0.9166090580497346,1.1460449777100121,1.4839911703355662,0.9066197394039253,0.9449526987386309,0.7637215027293153,1.0880016739230172,0.7193205311500357,0.820364042802973,0.793207704120808,0.8466674457954985,0.8031587294803663,0.6713189671094332,1.0857190761621318,0.6584875351624855,0.7820448020176015,0.9235019907335241,0.9943584860747409,0.866824142705872,1.0563400501148459,1.0847798765049836,1.1268732630695792,0.7736956751612567,0.7367296631059991,1.0748420143228652
2022-05-12,0.9098244089355905,1.1255945377106753,1.4457360416371317,0.903711746792473,0.9401492373129929,0.7617895750829491,1.066393581149053,0.7328358515989006,0.8206978549754902,0.7920299302533904,0.8393148408798731,0.7764719289998139,0.6692448996910108,1.077729806765309,0.651083861132697,0.7782305339454222,0.888582682743669,0.9864437038800252,0.8629795552659437,1.050858738776362,1.0818746470920404,1.1203607571705703,0.7680575235275463,0.7350703740027044,1.0710266766654826
2022-05-11,0.9068320527760773,1.1259425597852182,1.4690455456773106,0.9016025161000462,0.9403784100909336,0.7575350529808406,1.0681157904055254,0.7370272466391689,0.8153793644066218,0.7892884566163287,0.8438117692491396,0.7713340076261559,0.6768273507345337,1.0779896885610085,0.6521067698182346,0.7835611298987547,0.9008175467928635,0.9824446560342744,0.8622464771523981,1.0620171225725614,1.0838145024680808,1.1260447800325073,0.7598857988791377,0.7317570970392564,1.075144610068106
2022-05-10,0.8905271682237457,1.1309143037072613,1.44911804613297,0.8955743597424005,0.936583308888235,0.7548592529166214,1.0659026710338904,0.731215864558797,0.7963220649846046,0.7845933580752485,0.8466471206955245,0.754134792085131,0.6457687527142573,1.067963281217252,0.6516226261442544,0.7855360036683667,0.9053870241013352,0.9853368245655765,0.8518937851266589,1.0439940488619748,1.0970200907087322,1.1197210424204262,0.7492312572697478,0.7350809764889874,1.0676016436650044
2022-05-09,0.8818562483951888,1.1009678328168222,1.4878997144535113,0.8891468224252419,0.9273338955705466,0.7422829926147911,1.062401918573304,0.7249673431183972,0.7741516857514723,0.7753211383414375,0.843085146925066,0.7516797963825605,0.6249007891938835,1.0639644548769744,0.6471163657941316,0.7781627942118999,0.8949586975926993,0.9765770054748837,0.8424044962124291,1.0365942785550213,1.0687601318737383,1.1196266582769623,0.7443332980860744,0.7309141993797553,1.0608655992492115
2022-05-06,0.875970293705189,1.0987056893322924,1.4953522752587118,0.877789426389098,0.8993473159284229,0.7391416033393978,1.0605107074739069,0.7207193771021253,0.772201322496316,0.7889185276426915,0.8453209079222154,0.7523303465010366,0.6358576555800144,1.0607201240725983,0.6554932927480238,0.7690960914173754,0.8807118466355888,0.9621518686027104,0.8317830088783897,1.030342973480893,1.0575763647292418,1.114204813591314,0.7386697684255056,0.7131179261536839,1.0539409806733413
2022-05-05,0.8950107645815641,1.1193218541290306,1.5288280443103328,0.8927911736807957,0.9121076562041635,0.7476024831424589,1.0944720301949975,0.7451580387356893,0.7885918752367639,0.8135837919119517,0.8602446125781877,0.763228248120764,0.6887226639910939,1.078115437816992,0.6667130120440045,0.7823105502029583,0.9231548521472992,0.9772911211616249,0.8432434633868201,1.0687513050741275,1.091819821132586,1.1549577893136147,0.7463550808924613,0.7187478463699745,1.0882220087972039
2022-04-29,0.8732742104327562,1.1048872242753658,1.5216387533161855,0.8803479606609765,0.9061308301554688,0.7495023011880545,1.0772821284574976,0.7678944282731445,0.7835959447447097,0.8101284553365742,0.8652547497217997,0.7477764956717039,0.6947751471314966,1.056402732950496,0.6471635387674939,0.7661937043733811,0.9236011731867314,0.9520471316353217,0.832255436996008,1.066558780538734,1.0838236097703158,1.154485868596295,0.7310309823411236,0.6962917804225098,1.0857398465971135
2022-04-28,0.8426988484860457,1.0938582390083003,1.4968711395532497,0.8400728870251122,0.8626705045467861,0.7069463769667124,1.0577583917462734,0.7341884122069873,0.7513399370632791,0.8090906545943166,0.8580342579560059,0.7129364502756519,0.6868732248129339,1.0264073437565484,0.6144801165917274,0.7505875119195874,0.8878671521883892,0.9124137110211825,0.7947870000814523,1.0188844226352052,1.0647255969836633,1.1174348487231895,0.7059025060801529,0.6597026002597616,1.0459200007016713
2022-04-27,0.8513006379742837,1.0865994928821174,1.4411997002774444,0.8468249213718746,0.871984086242298,0.721700738520817,1.0554165090657432,0.7440214763996167,0.7452825588765917,0.7939835551574085,0.8511542116147779,0.7100588344231225,0.6960355611463022,1.019306702435343,0.6123200909693546,0.7660269604139415,0.8659761678733856,0.9186027136396065,0.7893540767288417,1.0215859260806008,1.0450629314584452,1.1362802160348144,0.7087533044305812,0.6554138945582744,1.0565897898055931
