,801950.SWI,801160.SWI,801720.SWI,801730.SWI,801880.SWI,801010,801740,801050,801970.SWI,801170,801770,801030,801890,801960,801230,801040,801200,801120,801180,801710,801140,801130,801760,801780,801110,801790,801210,801150,801980,801750,801080
2022-07-21,0.6309746677269086,0.4292617249231572,0.13748585266390867,0.30835326044448674,0.12679645879744528,-0.12751485884456315,-0.14069294706334812,0.2635760681194641,0.04940971601132227,-0.029106677986574625,-0.061675791556266235,0.23623768396346345,-0.01079419332663134,0.09578229274803474,0.11166866411649812,0.15728721360822417,-0.14091054562037952,-0.18302111613773964,-0.194454266516094,-0.1363836498805514,-0.11966426867574587,-0.08475680969440436,-0.24737659372438636,-0.13880704892057505,-0.321992049901326,-0.34205371878744284,-0.225033957117579,-0.21165921660857423,-0.07576938255210086,-0.25159472492943946,-0.1625641931559353
2022-07-20,0.6944785868453909,0.23012431093911045,0.13748585266390867,0.3248035630641437,0.13263903619779316,-0.12642932374918248,-0.12435185641681357,0.288903344144658,0.06075663674912457,-0.024252805381896336,-0.05217369717981801,0.25912895417334103,-0.0076904049830237575,0.10876019575856422,0.11540936776608501,0.16654445880922686,-0.13142315236246094,-0.1738188120162284,-0.18537028526062183,-0.12429877461660865,-0.11255644674650378,-0.0798718969772525,-0.25267210059163736,-0.12345479585277075,-0.3158533979371527,-0.33455241483690323,-0.22234723663288325,-0.2096370934994719,-0.0686898729023242,-0.24880195948902217,-0.170632644215995
2022-07-19,0.7029790980347579,0.22945634184885755,0.13560127413105194,0.31838821967190345,0.13522521553916023,-0.11862083710803228,-0.16242222409532903,0.27431442358856595,0.05811088079630511,-0.030225146669658476,-0.06173574463361542,0.2490386880434743,-0.024223169513359677,0.10376291462751475,0.10489443614453897,0.1507252656266711,-0.1416144399965672,-0.17938572592788105,-0.18503060962007634,-0.12853191037932,-0.1181313127687269,-0.09025409538497009,-0.25762809986663315,-0.1274653524735937,-0.318248676997993,-0.33469153233731075,-0.23626120029182118,-0.21981632582029353,-0.09642760944870021,-0.2541399332743711,-0.17673397207617325
2022-07-18,0.7059519481994747,0.24039321578337924,0.13325451895937857,0.35140526778785763,0.13283799936721508,-0.12041738692880777,-0.16827957074751265,0.27134229327536197,0.06360862382811305,-0.04050495839271706,-0.07528795041505931,0.23602270731008845,-0.026423640446262997,0.10054525680953041,0.09681830867987751,0.1489890661974811,-0.1486100099852622,-0.1812080013191224,-0.18804941330334857,-0.12615568638717056,-0.12201830251866641,-0.09977176724198544,-0.27290458889823854,-0.13129948760583798,-0.31607453483413883,-0.3378872600609555,-0.23868880673379,-0.21444159369918991,-0.09732487268308232,-0.27346851787337345,-0.1803746273150485
2022-07-15,0.637741110984889,0.206567699065487,0.11240666137424915,0.33563055355625293,0.10839544237597565,-0.1246858668544204,-0.17084643403739186,0.24560799987212456,0.016907795747009402,-0.05557986309314178,-0.09663686655241366,0.20956373375943604,-0.04883889019168319,0.07371446932621462,0.07005179688397845,0.13030661308232117,-0.16199081901146828,-0.17994519941888032,-0.21217173722007376,-0.14086488473315995,-0.13995052372529948,-0.11725760470986824,-0.29103510589661274,-0.1431169707548291,-0.32439042313825006,-0.3524526415321827,-0.24380646784850435,-0.21635780830727047,-0.11057785907129103,-0.29275769230106985,-0.18755710306464757
2022-07-14,0.6539827331591477,0.22421811032439987,0.1511645135681845,0.35423944346456615,0.09289956171695612,-0.10339966919758814,-0.15893453438361627,0.2644111834568843,0.027358768505561182,-0.03410625783642174,-0.08875069496389598,0.22399604699646303,-0.03146834052368108,0.09886499579811114,0.1004974470949418,0.16099379546614623,-0.1384605470610084,-0.17782537505759277,-0.17356916655268473,-0.11567547835074488,-0.11986150875054602,-0.09377917988174633,-0.27394475359323633,-0.12208422141337738,-0.3163612295868997,-0.3351601154101117,-0.23987617460666533,-0.19776241358678437,-0.10971229195507393,-0.2765469114000041,-0.18382822482632766
2022-07-13,0.6569260479382004,0.24431691201174321,0.1643976341131057,0.31363383504833875,0.06916499909663165,-0.09708208931665019,-0.17807574314191055,0.2596071274603744,0.028492513599680303,-0.03204524541115372,-0.10592537809080493,0.21872109747185808,-0.04150955518363619,0.09686390825053093,0.09428469406182804,0.1717214818609034,-0.14091116524571068,-0.17301098522297842,-0.15948186215057958,-0.09888413194650458,-0.11600436951001092,-0.09336436473339493,-0.2724027669192475,-0.1029758445903095,-0.30138164631440245,-0.3262406962411334,-0.24573243775983877,-0.2106750465317867,-0.11779918692566416,-0.27811528316877654,-0.19231303018329482
2022-07-12,0.6695280018175593,0.22434503440637754,0.15212265928847546,0.27397734592849754,0.06135552376626996,-0.10027364381055981,-0.17372607083842906,0.25519781114069184,0.00900735487536708,-0.046764988701479826,-0.12172488750601429,0.20977149104758586,-0.0564309967651484,0.09973206782342126,0.08111794257194949,0.17501933983198392,-0.1472220492434837,-0.17667758923585208,-0.1681271291626678,-0.10961243907282758,-0.12426993777869266,-0.10000140710701577,-0.2799977275985871,-0.08102129297103577,-0.29778108897593547,-0.32356345723329283,-0.25048016277188545,-0.20871673370890242,-0.1298987102310808,-0.2820264557036368,-0.18755772728398323
2022-07-11,0.656224014540495,0.22178266117491519,0.13270968080698298,0.2910296362500293,0.08589841699500966,-0.07617112950177718,-0.1615809163627726,0.2760295952829517,0.01568513978471997,-0.042508019072747594,-0.11102794703333119,0.22550489432854648,-0.04232549623028947,0.10660932324880079,0.09980709559849643,0.16890602332708182,-0.136682222360605,-0.17129592245948477,-0.17288044675510883,-0.11486133647650532,-0.11121619665969151,-0.08555210657991352,-0.2711556513811615,-0.07791765306493625,-0.30339904912101356,-0.3249983548803522,-0.2393454830087397,-0.18474246334223376,-0.11414611534630792,-0.26932337136032214,-0.16698075302907744
