,801950.SWI,801160.SWI,801720.SWI,801730.SWI,801880.SWI,801010,801740,801050,801970.SWI,801170,801770,801030,801890,801960,801230,801040,801200,801120,801180,801710,801140,801130,801760,801780,801110,801790,801210,801150,801980,801750,801080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,2871.494,2871.494,Error,11910.17,6592.13,3648.164,1620.953,5454.566,1994.697,2345.487,2003.325,4623.456,1539.684,2216.658,2708.514,2638.925,2772.932,24079.75,3009.452,6874.843,2329.827,1626.108,556.419,3124.129,7011.965,1489.77,9762.069,9512.924,7377.255,3911.972,4024.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,2983.299,2471.412,2187.962,12059.92,6626.311,3652.703,1651.778,5563.898,2016.265,2357.213,2023.612,4709.068,1544.515,2242.911,2717.628,2660.034,2803.555,24350.98,3043.389,6971.045,2348.638,1634.787,552.504,3179.822,7075.451,1506.755,9795.913,9537.325,7433.764,3926.57,3985.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,2998.265,2470.07,2184.337,12001.52,6641.441,3685.353,1579.964,5500.921,2011.236,2342.785,2003.197,4671.331,1518.782,2232.802,2692.009,2623.962,2770.66,24186.9,3044.658,6937.347,2333.884,1616.341,548.84,3165.273,7050.679,1506.44,9620.642,9414.492,7212.36,3898.668,3956.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,3003.499,2492.043,2179.823,12302.08,6627.475,3677.841,1568.915,5488.091,2021.686,2317.951,1974.263,4622.652,1515.357,2226.293,2672.332,2620.003,2748.08,24133.19,3033.38,6956.263,2323.597,1599.431,537.546,3151.364,7073.164,1499.204,9590.062,9479.349,7205.198,3797.636,3939.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,2883.407,2424.085,2139.722,12158.48,6484.478,3659.993,1564.073,5377.002,1932.918,2281.533,1928.683,4523.697,1480.468,2172.017,2607.117,2577.402,2704.89,24170.41,2943.261,6839.17,2276.139,1568.364,524.142,3108.494,6987.161,1466.224,9525.596,9456.226,7099.412,3696.81,3904.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,2912.002,2459.546,2214.273,12327.88,6393.822,3748.998,1586.543,5458.171,1952.783,2333.409,1945.52,4577.673,1507.505,2222.894,2681.296,2647.377,2780.84,24232.89,3087.477,7039.691,2329.305,1610.078,536.777,3184.794,7070.199,1505.379,9575.105,9680.617,7106.321,3781.545,3922.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,2917.184,2499.926,2239.727,11958.24,6254.967,3775.414,1550.436,5437.433,1954.938,2338.388,1908.852,4557.945,1491.876,2218.846,2666.159,2671.839,2772.93,24374.79,3140.106,7173.359,2339.513,1610.815,537.917,3254.113,7225.118,1525.575,9501.335,9524.8,7041.771,3773.347,3881.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2939.371,2459.801,2216.116,11597.24,6209.279,3762.069,1558.641,5418.399,1917.901,2302.828,1875.12,4524.474,1468.651,2224.648,2634.079,2679.359,2752.56,24266.72,3107.808,7087.956,2317.638,1599.023,532.302,3333.757,7262.355,1531.637,9441.529,9548.431,6945.192,3752.903,3904.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,2915.948,2454.653,2178.775,11752.47,6352.863,3862.85,1581.551,5508.325,1930.594,2313.112,1897.958,4583.316,1490.606,2238.56,2679.614,2665.419,2786.58,24425.34,3090.05,7046.172,2352.185,1624.695,538.839,3345.016,7204.254,1528.388,9581.79,9837.729,7070.93,3819.303,4003.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
